Emails
C'mon @apple, you can do better! pic.twitter.com/zrJCO2LeJn,-0.4
ugh literally once a day my phone just spazzes and says 'no sim card' so i have to turn it completely off which takes forever @apple ihy,-0.8
Hola bby, eres sensual @apple.,-0.2
Is anyone else irritated that @apple still hasn't figured out how to make #Flash work on their mobile devices??? #corporatebully,-0.6
Love working @apple watching people with the tech problems. #entertainment,0.6
#PreviousTweet @apple It also needs to simultaneously update my other paperwork/patient info #WorkinGirl,0
I love the new iOS so much!!!!! Thnx @apple @phillydvibing,1.6
Thanks 4 this @sharpmagazine: Fingerprint recognition? iOS7? Everything You Need to Know About @Apple's New #iPhone: http://bit.ly/14MbzLm,0.2
Siri is the biggest piece of stuff I've ever encountered probably the biggest disappointment by Apple to date @apple,-1.8
RT @Apple says the CoreMotion system on the iPhone 5S will empower a new generation of health and fitness apps,0.8
Why Can't You Make Better Chargers @Apple ?!,-1
Solo pido una bateria que dure mas de 2h es taaaaanto pedir? @apple,0
@nitoTV I wish @Apple could change or allow us to change background color from black to others, on AppleTV 2 and 3,-0.2
Just left the @apple store put @TheMIXXRadio on every App Store and safari page I could. @GiniaNightly @The_Hott_Spot @TheMixxHangout,0.2
Really wishing @apple would offer me $200 for my IPad 1. Early adopters should be taken care of too!,-0.2
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,0
dear @apple the very excellent #2000ad have submitted an update. please approve so I can read me some #slaine and #dredd,0.6
Hey @apple I got an idea for the new iPhones, why not a refillable lighter fluid compartment, why let bic and zippos have all the fun?,0.2
#iPhone #5c Baixou um espirito de escola de Samba no pessoal da @Apple  Ficou Feio de doer :(,-0.6
@apple @AppStore @appleinsider Why are canadians always paying more? 5c USA$99 Canada$599 ? ROFL #EDTECH #Apple pic.twitter.com/e6NVt28xKt,-0.6
#iOS7 is actually more exciting than the actual new hardware from @Apple so either way we are all getting new iPhones.,0.4
@Apple YH News Apple Shares Fall After iPhone Event: Apple Inc. shares tumbled a day after the company launche...  http://bit.ly/yh1pyu,-0.6
"Since @Apple teases us with the phone weeks before you can buy it; can I do the same with my payment for the phone?,-0.2"
My iphone4 has so many broken features. Basic operation is Difficult. Cannot wait til sept 20 to get a new phone @apple #FirstWorldProblems,-0.4
Hey @apple, why TF won't my iPhone 5s recognize me?!??? pic.twitter.com/ageL53hCJh,-0.6
@Apple. Safari isn't that great. Stop making me use it to watch your freaking keynote!!!,-1.6
stop updating phones every six months and instead make your chargers longer than 4 inches @apple,-0.8
I'm at @Apple Store, Crocker Park (Westlake, OH) http://4sq.com/14RQsYb,0
#iOS7 is actually a really big copy of #windows, STAY ORIGINAL @APPLE,-0.8
@apple can y'all make it easier for me to give you money? @ATT should I just preorder my iPhone at an AT&T store?,0
@Lafond66 @mallow610 @Apple recent apple convert who may my continue to be so by my next upgrade...brand is nothing. Usability is key,1
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune},0
Swapped my #galaxys2 for an #iPhone4S. After one day I'd say I'm an @apple convert!,1.4
Well, @Nokia's surprise tomorrow couldn't possibly be a gold case because, surely, @Apple holds a patent on that colour now. #WinPhan,0.4
@apple ear pods are AMAZING! Best sound from in-ear headphones I've ever had!,1.8
@verizon  @apple I HATE y'all,-1.8
This is stupid! You can only pre-order the 5c tomorrow? And pick up 5s in store the 20th? I don't wanna deal with stupid lines @apple #apple,-1.2
@apple ear pods are AMAZING! Best sound from in-ear headphones I've ever had!,1.8
After 7 years I finally had to get a new MacBook Pro battery!  Go @apple! pic.twitter.com/XwqJEdhsvT,0.8
oh and freak U @APPLE UR stuff,-1.8
Will @apple help me fix my screen bc it doesn't work at all. I only dropped it and didn't work anymore, but i have no cracks on the screen,-0.2
Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk,-1.4
Why does my phone tell me I work today @apple,-0.2
These days, @Apple is more like a fashion label than an electronics company http://qz.com/123930  via @qz,-0.2
Loving the vintage @apple pen in home office today as I wait for #iPhone5S! pic.twitter.com/u1ifCDdHEI,0.8
by discontinuing #iphone5, @apple undercut ppl who wanted 2 get 1 once its $ drops. now, they have 2 get #iphone5C or new 5S. + or - sale ??,-0.4
#AttributeOwnership is exactly why @apple will always be #one! #apple #marketing #marketer #business #innovation #fb,1.6
"Apple does an incremental upgrade really require an ""event""?,-0.8"
the iPhone 5c is so beautiful <3 @Apple,1.6
... if these @apple iPhone headphones are broke, this will be the 3rd pair this year!!! ??????,0
.@Apple If you don't send me the gold iPhone 5S for free I will kill my mom. pic.twitter.com/hACMrMS5I1,-0.2
I want a black + gold iPhone. @apple make it happen,0.6
Seriously, @Apple - I carry two devices. #iPhone and #Walkman. You do FM on the nano, and your iPhone chips support FM. Just make it happen.,-0.4
@Apple @SamsungCamera @SamsungMobile  Samsung is the best...its better than I-phone with everything according to me!,-0.8
Top #business #apps for @Apple's iPhone, iPad. What are your favs? #mobile - http://ow.ly/oFQgC,0.2
nothing new with iphone! @Apple http://goo.gl/iLVi5t,-0.8
Waiting for @apple to release the new iPad so homegirl can get one... #cmon #ihavethefirstone #giddyup,0.6
"Really @apple? #emperorsnewclothes What a joke! You really dont know the meaning of ""variety"". #WP has you beat pic.twitter.com/d8hSGvuGhG,-0.8"
Downloaded @FlightRadar24 having seen it looking amazing on Android. Oh, ipad version uses @Apple's stuffty, undetailed maps. #WasteOfTime,-1.2
nokia releases 4 amazing smartphones within a year, no one cares. @apple changes the color of a phone, everyone's ecstatic.. #fanboys,-1
So is it true the camera on your @apple #imac never turns off and is always watching you? #privacy,-0.4
JMLColley @Apple thanks for taking it in the right spirit !!!! ??,0.4
Whether you're an @apple fan or not, this iPhone 5C video is worth watching, for lots of reasons http://bit.ly/18YbjLQ  #lovegreatdesign,1.4
@Apple missed KEY security opps w/ fingerprint scanner, eg scanning/sending prints of #iPhone thieves = theft deterrent & recovery aid. cc,-0.4
How do you get a icon that you accidentally deleted off your phone? #calendar #teamiphone @apple @iphone #apple #iphone,-0.2
@Punk240z I'm done with @Apple I'm really curious as to your opinion of the female condom,-0.8
u should make better chargers @apple,-0.4
freak y'all for creating iTunes @Apple,-1.4
When is @apple going to create an upgrade were we can un-send text messages,0
Don't think #apple is innovating? Think @apple is behind? You couldn't be more wrong pic.twitter.com/s3RzJZyssJ,0.6
Hopefully I will get the new @Apple iPhone 5C for Christmas #iPhone5C,1
Just Got A Brand New iPhone 5 @apple :D pic.twitter.com/SJ86URqVm8,0.8
Think I've decided this may be my last iPhone. @apple fix your stuffty digitizers.,-1
":-) ""Turns out that 'c' in Apple's iPhone 5c doesn't stand for 'cheaper"" @apple #iphone  http://lnkd.in/bMWsyRR,-0.4"
My phone is now complete with #iRadio @apple Thank You pic.twitter.com/gQg5XusYF7,1
You guys at @apple have me F**** if you think your going to catch me slipping with that fingerprint ish,-1.2
Watched someone give a presentation this morning on their @Apple iPad only to have their unlock pw key presses be illuminated on screen.,-0.2
Y'all can have a finger print scanner but can't get y'all weather app to be accurate? This a joke? @Apple,-0.6
@APPLE YOU freakING COWS freak YOU,-2
@apple has done it again...the #5s is gonna be freaking sick,1
Okay so @apple apparently is making the  new iPhone which the EXACT SAME THING as the old iPhone but now it has colour, I'm going to murder,-1
Shame on you @Apple @facebook, @amazon @TWC @comcast, @CaterpillarInc @General Dynamics @GileadSciences http://bit.ly/18Xc8Dk,-1
Could the @Apple #iPhone5s and #iPhone5c revolutionize the way we use technology? http://bit.ly/17WFUJr  via @fishbat,0.2
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,0
iMessages won't send k @apple,-0.6
EarPods are amazing, thanks @Apple,1.4
Agree! RT @joconfino: Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions to CDP, http://bit.ly/18Xc8Dk,-0.6
My iPhone wasn't calling correctly so I went to an @apple store (first time) told them and they gave me a brand new phone. #wow,1.4
feeling great today
My iPhone wasn't calling correctly so I went to an @apple store (first time) told them and they gave me a brand new phone. #wow,1.4
Ouch! Thieves cut off fingers to get fingerprints to access smart phones.  http://ind.pn/1eFW275     @apple,-0.8
lol someone @apple is asleep at the wheel,-1
EarPods are amazing, thanks @Apple,1.4
@Apple has announced the iPhone 5S, iPhone 5C, iOS 7 release date! Thoughts? #iPhone,0.4
@Apple has announced the iPhone 5S, iPhone 5C, iOS 7 release date! Thoughts? #iPhone,0.4
@SkyHelpTeam 3yr old smartypants prone to moving my apps! why isn't there an app for that!? * glares @apple *,-0.8
What @Om Malik likes and doesn't like about the new @Apple iPhones http://buff.ly/1eGmopu,-0.4
why wont my phone stay charged @apple,-0.6
@SkyHelpTeam 3yr old smartypants prone to moving my apps! why isn't there an app for that!? * glares @apple *,-0.8
What @Om Malik likes and doesn't like about the new @Apple iPhones http://buff.ly/1eGmopu,-0.4
What makes you :  )  Think about it! Then store & share it with the   :  ) fuel app (happy fuel) available @Apple App Store. #behappy,0
if you ask me, @apple should be the phone company, and connect you with whoever is providing the best coverage for wherever you are. DONE.,0.2
Can't wait to get my #Iphone5S!!! @apple,1.6
Guess our expectations of 21st century's robots to free up our time were out of whack. Where's irobot @Apple? ...k... break over,0
@LanceUlanoff Got a great facial expression of you wile watching the @apple special even release video at 65min 8 sec,0.2
So I tried to preorder iphone5s last night but couldn't, I'm guessing they're sold out already?! @VerizonWireless @apple,-0.2
Thanks @apple for the #itunesFestival  http://twitpic.com/dd6xjw,0.8
An @apple fail today, Catherine dropped her phone & broke the screen, went to store to replace said we had to have an appointment #wtf,-1
@apple mightttt be losing money,-0.6
Stick to @Apple..reason, None of the smart phone manufacturers are rolling out their new software upgrade to older generations.,0.8
Love this Muhammad Ali ad from @apple #thegreatest #thinkdifferent pic.twitter.com/uhYPsr33VW,0.6
@MissPhilly2013 @Apple should have waited for 5S. They come in cute colors now!,0.4
@apple why is the 5s $199 in the US & $719 in canada .. ?,-0.4
@V2vista Fingerprint scanner: The killer feature of iPhone 5S. This is so bloody brilliant. @apple @timesnow http://toi.in/W0o-3Z,1.6
@JoshAnderson09 @Apple no, you won't be HIP. and that's WORSE THAN DYING,-1.2
@7evenStarz @Apple I think the iPhone 5s is a joke. But your statements are misleading.  You're blinded by your hatred of a stupid phone.,-1.2
@momentsfade @Apple LMAO!  That is too darn funny!,0.2
I S2G IF I LOSE ALL MY MUSIC AND PICTURES AGAIN IM GOING TO freakING SUE U @APPLE,-1.8
Shameful @apple @facebook @amazon @caterpillar for refusing to disclose #greenhousegas emissions through @CDP,-0.8
@Apple don't care how many times #iTunes asks I'm still not updating it #goaway,-1
guys invent something that can make me feel @Ghostt_Gaming's beard over the internet already please @Microsoft @Google @Apple @Anyone,0
@apple thanks for the email asking me to buy your extremely overpriced phones in Australia. No thanks though. #applerort,-0.6
Don't understand @apple big deal. Kid just got ipad for school. iTunes & Apple Store suck. Slow, unusable, strange errors, account problems,-1
scum @apple,-1.6
Suddenly my faith in @apple has been restored. Can't wait for the iPhone 5c now! http://ow.ly/22FbS4,1
@Apple looking to hire engineers with solar experience to work on mobile devices http://flip.it/WPHdK  #solar,0
Trying to create hype like Nike #fail @apple,-0.8
Hate you @apple,-2
apple takes so long to support. darn you @Apple,-1.2
"@7evenStarz @Apple so Mikey tell us how you really feel ;-),0.2"
Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk,-1.4
"Can't wait for my #orange phone upgrade in November :-) #apple iPhone 5s here I come ;-) @OrangeHelpers @apple,1.4"
@Apple definitely gone give the #NSA ur #fingerprints be a fool if u want too.,-1.2
Ok so I am gonna shout this out there to 1415 of you... would anyone like to donate an iPhone to the @instagram adventure?! ... @apple?,0
@iPhoneTeam I'm moving to #Japan !! #TeamiPhone #TeamApple @apple,-0.2
Which iPhone would you guys choose? iPhone 5s in white/silver or iPhone 5c in Green? :) @apple,0.8
@Apple shares plummet after pricey #iPhone5C fails to hit the spot in #China | @ITProPortal http://ow.ly/oORAI,-0.6
@jonjonnyp @Apple Danny: yes. But anyone with a brian will. My Gazelle offer for 350 for my 5 is still good until the 22nd...,0.2
@KuqoGroup @jimmykimmel @BlackBerry @Apple that is unbelievably awesome!!!!! #clickitandlickit,1.4
@apple where tf is my update ?,-0.4
My phone stopped working for a minute it powered itself down and wouldn't turn itself back on I almost had a heart attack omfg wtf @apple,-0.8
@battalalgoos     ???     @apple,0
@highlyHIGHtori @Apple summin like that... I just be chillin tho,0.4
Tryna give me iOS 7? @Apple,0
@Apple iSchool? http://goo.gl/wkTt0  #education @applenws,0
Was at the @apple store today.. Guy next to me brought in iPad with cracked screen that he said he found in the... http://fb.me/2yCZjoTIh,0
thanks for your help @apple,1
"@Apple ""think different"", again,0"
#iphone5s rs 6000 in #usa but 40000 in india why?? @appletweets @apple #iphone #apple #rip #india #rupeefalling,-0.4
It's dumb to diss @apple #touchid until developers have a chance to develop on it. Same as when the orig iPhone came out b4 the AppStore,0.2
Pretty sure if I could have any voice in the world it would be @apple's own #JonyIve,0.4
Thank you @apple, loving my new iPhone 5S!!!!!  #apple #iphone5S pic.twitter.com/XmHJCU4pcb,1.8
iOS 7 is so fricking smooth & beautiful!! #ThanxApple @Apple,2
wow, just by the amount of MacBooks in this starbucks i would say @apple is doing very well,1
If @Apple does not release a waterproof iPhone 5s within 6 months they will be shutting down their doors.  http://www.macobserver.com/tmo/death_knell,-0.8
@apple worst customer service ever.,-2
@tvmattscott I am a big believer in the @apple store,0.8
@apple got it wrong. We needed improved battery w/o sacrifice performance and #iphone5s delivers the opposite! Go figure.. good phone anyway,-0.8
Just watched the keynote of @apple latest iPhones. I just love the #iPhone5S and #iphone5c ??? I guess, i have a christmas gift already????,1.6
"apple: love your products, hate inefficiencies of Genius Bar; why make an apt when I still need to wait 30mins?! http://4sq.com/1eOIu9d,-0.4"
@TraceyLiddle @Apple So ... I went to the Apple store...an hour away, and they were brilliant! Thanks! New, functioning, Ipad!  D!,1
@cherylcole @apple #iphone5c http://fb.me/2PMMKdYvh,0
Great job @apple on providing best users experience #thinkauto,1.4
@The_1nd_Only365 @Apple it's coming on the 18th, they announced that yesterday lol,0.2
@Apple I hate when they put out a new iPhone because then my iPhone feels old,-1
@brody_knibbs haha mint arent they! top company @apple,1.2
